id,nom,type,etat,commune,lon,lat,categorie
111.0,Cimetière Nord n°2,METALCO,fonctionnelle,33075,-0.5911509250019906,44.87454231261119,Fontaine
113.0,Cimetière Nord n°4,METALCO,fonctionnelle,33075,-0.5928335899969451,44.8753503909403,Fontaine
119.0,Cimetière Nord n°10,METALCO,fonctionnelle,33075,-0.5923874666615541,44.87424544761428,Fontaine
122.0,Cimetière Nord n°13,METALCO,fonctionnelle,33075,-0.5922037233293772,44.8731709042729,Fontaine
123.0,Cimetière Nord n°14,Borne Béton,fonctionnelle,33075,-0.5930498616662863,44.8736119859401,Fontaine
124.0,Cimetière Nord n°15,METALCO,fonctionnelle,33075,-0.5960186766665776,44.8756961276126,Fontaine
128.0,Cimetière Nord n°19,Borne Béton,fonctionnelle,33075,-0.5928205083299223,44.87744454261104,Fontaine
130.0,Cimetière Nord n°21,Borne Béton,fonctionnelle,33075,-0.593434136668271,44.87678395594311,Fontaine
134.0,Cimetière Nord n°25,Borne Béton,fonctionnelle,33075,-0.5959643216623421,44.8764652942805,Fontaine
137.0,Cimetière Nord n°28,METALCO,fonctionnelle,33075,-0.5943172249974437,44.877498410941655,Fontaine
140.0,Cimetière Nord n°31,METALCO,fonctionnelle,33075,-0.594184688330373,44.87664652927435,Fontaine
142.0,Parc Bordelais (nouvele aire de jeux n°1),METALCO,fonctionnelle,33063,-0.6026108366651411,44.850475180947484,Fontaine
143.0,Parc Bordelais (proche piste education routière),PRESTO,fonctionnelle,33063,-0.6031184283310606,44.85044049094605,Fontaine
147.0,Quai des Salinières (Grave),TANA,fonctionnelle,33063,-0.5629827099986493,44.83504517594158,Fontaine
149.0,Quai des Salinières (Grave),TANA,fonctionnelle,33063,-0.5611627049964352,44.83394650594045,Fontaine
152.0,Quai des salinieres,FONTAINE EN RANGEE,fonctionnelle,33063,-0.5610768216732865,44.83389311427309,Fontaine
162.0,SQUARE BRASCASSAT,PRESTO,fonctionnelle,33063,-0.5543394366682637,44.81507967760993,Fontaine
163.0,JARDIN DES DAMES DE LA FOI,PRESTO,fonctionnelle,33063,-0.5815924199940246,44.8248448392748,Fontaine
164.0,SQUARE MANDEL,PRESTO,fonctionnelle,33063,-0.5935332316611434,44.84158220927662,Fontaine
165.0,JARDIN SAINTE MARIE,PRESTO,hors service,33063,-0.55697733166633,44.843415385944326,Fontaine
167.0,JARDIN PARTAGE NOVICIAT,PRESTO,fonctionnelle,33063,-0.5619602233304161,44.83081603927895,Fontaine
169.0,GINKO,METALCO,fonctionnelle,33063,-0.5725663516718649,44.876942535944664,Fontaine
170.0,JARDIN PARTAGE Petit nicolas (clown chocolat),METALCO,fonctionnelle,33063,-0.5725659800031799,44.87778749427615,Fontaine
171.0,"Jardin Béchade (n°1, proche entrée)",PRESTO,fonctionnelle,33063,-0.5996663133291855,44.82665247761082,Fontaine
180.0,Jardin botanique bastide 2,PRESTO,hors service,33063,-0.5612666009065836,44.84542206821729,Fontaine
182.0,Square J lasserre,METALCO,fonctionnelle,33063,-0.5773398316660326,44.82466102594529,Fontaine
184.0,Place buscaillet,PRESTO,fonctionnelle,33063,-0.5497396157990129,44.87055960713242,Fontaine
188.0,Place Pierre Cétois,METALCO,hors service,33063,-0.5506078891458042,44.865539652215205,Fontaine
192.0,Jardin de la Croix du Sud,DELABIE,fonctionnelle,33063,-0.574042218431736,44.8176642511696,Fontaine
196.0,aire de jeux des droits de l'enfants,PRESTO,fonctionnelle,33063,-0.5645769656007381,44.845800283391064,Fontaine
200.0,Place Gambetta 1,METALCO,fonctionnelle,33063,-0.5803260548359772,44.8409292067966,Fontaine
201.0,Place Gambetta 2,METALCO,fonctionnelle,33063,-0.580748155583772,44.8411650916029,Fontaine
204.0,Place André Meunier 2,PRESTO,fonctionnelle,33063,-0.5623086301065963,44.82962389456522,Fontaine
205.0,Quai Sainte Croix - Fronton,TANA,fonctionnelle,33063,-0.55911357464139,44.83265066710774,Fontaine
207.0,"Parc des Berges, quai dechamps",DELABIE,fonctionnelle,33063,-0.5581821479915884,44.83780498767347,Fontaine
209.0,Parc Rivière n°3 (aire de jeux),METALCO,fonctionnelle,33063,-0.587006676720491,44.85466991795718,Fontaine
211.0,Square Jean Bureau,METALCO,fonctionnelle,33063,-0.5696721954307475,44.83670641528938,Fontaine
214.0,27 rue Ernest Renan,METALCO,fonctionnelle,33063,-0.5919282240148154,44.848186780667966,Fontaine
217.0,Grand Parc (square) n°2,PRESTO,fonctionnelle,33063,-0.5794961109598672,44.86094615207212,Fontaine
220.0,Parc stéhélin (complexe sportif stréhélin),PRESTO,fonctionnelle,33063,-0.6222510026965117,44.85589921840949,Fontaine
222.0,Place Sainte Eulalie,PRESTO,fonctionnelle,33063,-0.5771066023729815,44.83352390653429,Fontaine
226.0,"Rue Saint Macaire, placette",METALCO,fonctionnelle,33063,-0.5674315426257039,44.82277347664888,Fontaine
232.0,Place d'Armagnac,METALCO,fonctionnelle,33063,-0.5504846607501624,44.82132506596894,Fontaine
234.0,Place Marie Curie,METALCO,fonctionnelle,33063,-0.5582137086103997,44.82746974728837,Fontaine
241.0,Parc Chantecrit - dans le parc,PRESTO,fonctionnelle,33063,-0.5633421956353106,44.86368155129606,Fontaine
243.0,Place LEHU,METALCO,fonctionnelle,33063,-0.6150346797359149,44.846296175148765,Fontaine
246.0,Ecole Maternelle de la Bechade square Madagascar,METALCO,fonctionnelle,33063,-0.5968346756558655,44.82570396448148,Fontaine
249.0,Parc Bordelais (proche entrée Maison Brieix),PRESTO,fonctionnelle,33063,-0.5987884370148583,44.85406349448411,Fontaine
250.0,Parc Monséjour,"PRESTO 
avec abreuvoir",fonctionnelle,33063,-0.6304364267876517,44.85416317641637,Fontaine
252.0,Pont Simone Veil (rive gauche),METALCO,fonctionnelle,33063,-0.5409957637512939,44.82175716494282,Fontaine
253.0,Aire du Jeux du Capitaine Némo,METALCO,fonctionnelle,33063,-0.5561628980754929,44.870062318001835,Fontaine
254.0,Square Françoise Dolto,METALCO,fonctionnelle,33063,-0.5573287517340474,44.84692198884403,Fontaine
256.0,Atelier des citernes (proche Amédée Saint Germain),METALCO,fonctionnelle,33063,-0.5598255551274911,44.821516644839924,Fontaine
258.0,Pont de la Palombe,METALCO,fonctionnelle,33063,-0.5552406630912143,44.8205757139366,Fontaine
261.0,place d'arlac,PRESTO,hors service,33063,-0.5887125879384681,44.83066205827344,Fontaine
262.0,jardin de ta soeur,"METALCO
+
abreuvoir",fonctionnelle,33063,-0.5600289047862554,44.85906402482394,Fontaine
266.0,Thiers - Pujol,TANA,fonctionnelle,33063,-0.5448705897676716,44.84911287247523,Fontaine
268.0,GS Louise Michel,METALCO,fonctionnelle,33063,-0.5758263243270783,44.87216866907109,Fontaine
271.0,Bd Freres Moga - côté Nouvelle Gare Routiere (face caisse d'épargne),METALCO,fonctionnelle,33063,-0.5503957132739025,44.82834973879579,Fontaine
272.0,Bd freres Moga - Côté Pont Simone Veil (angle  Bd freres Moga et rue de la seigliere),METALCO,fonctionnelle,33063,-0.5477811464873489,44.82687768542546,Fontaine
274.0,Square Joséphine,METALCO,fonctionnelle,33063,-0.5604483630717728,44.86110022401307,Fontaine
279.0,Square du Grand Parc n°3 - Aire Boulistes,METALCO,fonctionnelle,33063,-0.5848225755234362,44.85912170190181,Fontaine
282.0,Ecvole Sousa-Mendes,METALCO,fonctionnelle,33063,-0.5700311458752897,44.86363577909649,Fontaine
284.0,Jardin de la Faiencerie,METALCO,fonctionnelle,33063,-0.5578021312681495,44.861817468827724,Fontaine
